meta;tournament_date;archetype;card_name;card_identifier;total_count;max_count;deck_count;total_decks_in_archetype;percentage_in_archetype;set_code;set_name;set_number;rarity;type;image_url;is_ace_spec
SVI-PFL;13th February 2026;Mega Absol Box;Munkidori;TWM 95;179;3;61;61;100,0;TWM;;95;Rare;P Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_095_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Mega Absol ex;MEG 86;122;2;61;61;100,0;MEG;;86;Double Rare;D Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_086_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Mega Kangaskhan ex;MEG 104;122;2;61;61;100,0;MEG;;104;Double Rare;C Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_104_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Toedscool;PAR 16;36;2;23;61;37,7;PAR;;16;Common;G Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_016_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Toedscruel;PAR 17;42;2;35;61;57,38;PAR;;17;Uncommon;G Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_017_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Latias ex;SSP 76;61;1;61;61;100,0;SSP;;76;Double Rare;P Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_076_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Bloodmoon Ursaluna ex;TWM 141;59;1;59;61;96,72;TWM;;141;Double Rare;C Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_141_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Psyduck;ASC 39;61;1;61;61;100,0;ASC;;39;Common;W Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_039_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Fezandipiti ex;ASC 142;60;1;60;61;98,36;ASC;;142;Double Rare;D Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Pecharunt ex;SFA 39;61;1;61;61;100,0;SFA;;39;Double Rare;D Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_039_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Yveltal;MEG 88;73;2;61;61;100,0;MEG;;88;Rare;D Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_088_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Arven;OBF 186;244;4;61;61;100,0;OBF;;186;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_186_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Boss's Orders;ASC 183;234;4;61;61;100,0;ASC;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Lillie's Determination;ASC 192;113;3;48;61;78,69;ASC;;192;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_192_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Iono;PAF 80;133;4;61;61;100,0;PAF;;80;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_080_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Penny;SVI 183;146;3;61;61;100,0;SVI;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_183_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Earthen Vessel;PRE 106;92;2;61;61;100,0;PRE;;106;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_106_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Night Stretcher;ASC 196;142;3;61;61;100,0;ASC;;196;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Pokégear 3.0;BLK 84;143;4;61;61;100,0;BLK;;84;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BLK/BLK_084_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Energy Switch;MEG 115;96;3;61;61;100,0;MEG;;115;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_115_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Ultra Ball;ASC 213;48;2;35;61;57,38;ASC;;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Precious Trolley;SSP 185;61;1;61;61;100,0;SSP;;185;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_185_R_EN_LG.png;Yes
SVI-PFL;13th February 2026;Mega Absol Box;Counter Catcher;PAR 160;100;2;61;61;100,0;PAR;;160;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_160_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Jumbo Ice Cream;PFL 91;32;1;32;61;52,46;PFL;;91;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_091_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Bravery Charm;PAL 173;124;3;61;61;100,0;PAL;;173;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_173_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Technical Machine: Turbo Energize;PAR 179;122;2;61;61;100,0;PAR;;179;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_179_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Team Rocket's Watchtower;ASC 210;49;2;47;61;77,05;ASC;;210;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_210_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Town Store;OBF 196;31;1;31;61;50,82;OBF;;196;Common;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_196_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Lively Stadium;SSP 180;52;2;43;61;70,49;SSP;;180;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_180_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Darkness Energy;SVE 23;410;8;61;61;100,0;SVE;;23;;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_023_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Mist Energy;TEF 161;123;3;61;61;100,0;TEF;;161;Uncommon;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_161_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Frillish;WHT 44;3;1;3;61;4,92;WHT;;44;Common;P Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_044_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Xerosic's Machinations;SFA 64;8;2;6;61;9,84;SFA;;64;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_064_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Nest Ball;PAF 84;74;2;48;61;78,69;PAF;;84;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_084_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Enhanced Hammer;TWM 148;6;1;6;61;9,84;TWM;;148;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_148_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Psychic Energy;SVE 21;6;2;3;61;4,92;SVE;;21;;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_021_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Genesect;SFA 40;8;1;8;61;13,11;SFA;;40;Uncommon;M Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_040_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Ciphermaniac's Codebreaking;PRE 104;33;2;20;61;32,79;PRE;;104;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_104_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Erika's Invitation;MEW 160;13;2;7;61;11,48;MEW;;160;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_160_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Cornerstone Mask Ogerpon ex;TWM 112;17;2;12;61;19,67;TWM;;112;Double Rare;F Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_112_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Fezandipiti ex;SFA 38;1;1;1;61;1,64;SFA;;38;Double Rare;D Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_038_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Fighting Energy;SVE 22;21;3;12;61;19,67;SVE;;22;;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_022_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Technical Machine: Devolution;PAR 177;16;1;16;61;26,23;PAR;;177;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_177_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Calamitous Snowy Mountain;PAL 174;4;1;4;61;6,56;PAL;;174;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_174_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Toedscool;JTG 88;31;2;21;61;34,43;JTG;;88;Common;F Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_088_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Brock's Scouting;JTG 146;1;1;1;61;1,64;JTG;;146;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_146_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Eri;TEF 146;3;1;3;61;4,92;TEF;;146;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_146_R_EN_LG.png;Yes
SVI-PFL;13th February 2026;Mega Absol Box;Super Rod;PAL 188;1;1;1;61;1,64;PAL;;188;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_188_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Risky Ruins;MEG 127;11;2;7;61;11,48;MEG;;127;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_127_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Moltres;PFL 14;6;1;6;61;9,84;PFL;;14;Rare;R Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_014_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Defiance Band;SVI 169;3;1;3;61;4,92;SVI;;169;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_169_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Fire Energy;SVE 18;8;2;6;61;9,84;SVE;;18;;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_018_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Prism Energy;ASC 216;1;1;1;61;1,64;ASC;;216;Uncommon;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_216_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Toedscool;OBF 118;1;1;1;61;1,64;OBF;;118;Common;F Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_118_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Tool Scrapper;ASC 212;1;1;1;61;1,64;ASC;;212;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_212_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Ethan's Sudowoodo;DRI 93;1;1;1;61;1,64;DRI;;93;Common;F Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_093_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Sandy Shocks ex;PAR 108;2;1;2;61;3,28;PAR;;108;Double Rare;F Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_108_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Counter Gain;ASC 186;2;1;2;61;3,28;ASC;;186;Common;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_186_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Toedscool;SCR 17;2;1;2;61;3,28;SCR;;17;Common;G Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_017_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Colress's Tenacity;SFA 57;1;1;1;61;1,64;SFA;;57;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_057_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Lillie's Clefairy ex;JTG 56;1;1;1;61;1,64;JTG;;56;Double Rare;P Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_056_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Crispin;PRE 105;2;1;2;61;3,28;PRE;;105;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_105_R_EN_LG.png;No
SVI-PFL;13th February 2026;Mega Absol Box;Brave Bangle;WHT 80;1;1;1;61;1,64;WHT;;80;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_080_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Gimmighoul;SSP 97;388;4;101;102;99,02;SSP;;97;Common;P Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_097_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Gholdengo ex;PAR 139;338;4;102;102;100,0;PAR;;139;Double Rare;M Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_139_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Solrock;MEG 75;213;3;102;102;100,0;MEG;;75;Uncommon;F Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_075_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Lunatone;MEG 74;204;2;102;102;100,0;MEG;;74;Rare;F Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_074_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Genesect ex;BLK 67;101;1;101;102;99,02;BLK;;67;Double Rare;M Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BLK/BLK_067_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Fezandipiti ex;SFA 38;25;1;25;102;24,51;SFA;;38;Double Rare;D Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_038_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Mega Mawile ex;MEG 94;29;1;29;102;28,43;MEG;;94;Double Rare;M Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_094_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Hop's Cramorant;JTG 138;61;1;61;102;59,8;JTG;;138;Uncommon;C Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_138_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Arven;OBF 186;397;4;100;102;98,04;OBF;;186;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_186_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Boss's Orders;ASC 183;346;4;102;102;100,0;ASC;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Professor Turo's Scenario;PRE 121;196;2;102;102;100,0;PRE;;121;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_121_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Superior Energy Retrieval;PAL 189;408;4;102;102;100,0;PAL;;189;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_189_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Nest Ball;PAF 84;349;4;101;102;99,02;PAF;;84;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_084_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Earthen Vessel;PRE 106;307;4;102;102;100,0;PRE;;106;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_106_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Fighting Gong;ASC 187;357;4;102;102;100,0;ASC;;187;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_187_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Buddy-Buddy Poffin;ASC 184;122;3;98;102;96,08;ASC;;184;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_184_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Secret Box;TWM 163;41;1;41;102;40,2;TWM;;163;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_163_R_EN_LG.png;Yes
SVI-PFL;13th February 2026;Gholdengo Lunatone;Super Rod;PAL 188;90;2;89;102;87,25;PAL;;188;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_188_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Air Balloon;ASC 181;202;2;102;102;100,0;ASC;;181;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Vitality Band;SVI 197;72;1;72;102;70,59;SVI;;197;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_197_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Bravery Charm;PAL 173;32;1;32;102;31,37;PAL;;173;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_173_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Artazon;PAF 76;160;4;101;102;99,02;PAF;;76;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_076_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Fighting Energy;SVE 22;771;9;102;102;100,0;SVE;;22;;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_022_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Metal Energy;SVE 24;330;4;102;102;100,0;SVE;;24;;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_024_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Fezandipiti ex;ASC 142;77;1;77;102;75,49;ASC;;142;Double Rare;D Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Lana's Aid;TWM 155;56;2;54;102;52,94;TWM;;155;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_155_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Premium Power Pro;ASC 199;49;1;49;102;48,04;ASC;;199;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_199_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Ciphermaniac's Codebreaking;PRE 104;23;4;17;102;16,67;PRE;;104;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_104_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Picnic Basket;SVI 184;53;1;53;102;51,96;SVI;;184;Uncommon;Item;;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Prime Catcher;PRE 119;51;1;51;102;50,0;PRE;;119;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_119_R_EN_LG.png;Yes
SVI-PFL;13th February 2026;Gholdengo Lunatone;Gimmighoul;PAR 88;17;3;11;102;10,78;PAR;;88;Common;P Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_088_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Buneary;MEG 107;4;1;4;102;3,92;MEG;;107;Common;C Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_107_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Mega Lopunny ex;PFL 84;35;1;35;102;34,31;PFL;;84;Double Rare;C Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_084_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Lillie's Determination;ASC 192;8;4;3;102;2,94;ASC;;192;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_192_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Hilda;WHT 84;2;2;1;102;0,98;WHT;;84;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_084_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Night Stretcher;ASC 196;9;2;8;102;7,84;ASC;;196;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Legacy Energy;TWM 167;4;1;4;102;3,92;TWM;;167;Ultra Rare;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_167_R_EN_LG.png;Yes
SVI-PFL;13th February 2026;Gholdengo Lunatone;Buneary;PFL 83;31;1;31;102;30,39;PFL;;83;Common;C Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_083_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Iono;PAF 80;17;1;17;102;16,67;PAF;;80;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_080_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Team Rocket's Watchtower;ASC 210;20;1;20;102;19,61;ASC;;210;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_210_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Counter Catcher;PAR 160;9;1;9;102;8,82;PAR;;160;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_160_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Technical Machine: Evolution;PAR 178;25;1;25;102;24,51;PAR;;178;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_178_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Scyther;MEW 123;1;1;1;102;0,98;MEW;;123;Uncommon;G Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_123_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Scizor;OBF 141;2;1;2;102;1,96;OBF;;141;Rare;M Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_141_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Munkidori;TWM 95;14;1;14;102;13,73;TWM;;95;Rare;P Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_095_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Brock's Scouting;JTG 146;2;2;1;102;0,98;JTG;;146;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_146_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Darkness Energy;SVE 23;14;1;14;102;13,73;SVE;;23;;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_023_R_EN_LG.png;No
SVI-PFL;13th February 2026;Gholdengo Lunatone;Xerosic's Machinations;SFA 64;1;1;1;102;0,98;SFA;;64;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_064_R_EN_LG.png;No
